,tuple1,tuple2
61,Before our food arrived I asked our waitress if we could be moved and she just stared blankly at me.,"Smiling servers quiz diners with movie trivia, but forget to fill their water glasses."
62,"They served the main course before the appetizers eventhough we asked for the latter first, to which our waiter responded that they don't serve them separately without telling us beforehand while ordering.","Smiling servers quiz diners with movie trivia, but forget to fill their water glasses."
63,"After requesting to be seated at an empty table, the waitress (who was so terribly burdened when we asked to move from the bar to the table to have dinner) asked us to get up from our seats and wait for a smaller table because a party of 3 just walked in.","Smiling servers quiz diners with movie trivia, but forget to fill their water glasses."
64,"The place wasn't at all busy, and we were shown a table in the back, given our menus, and promptly forgotten about.","Smiling servers quiz diners with movie trivia, but forget to fill their water glasses."
65,"As if that wasnt enough, after another in the group mentioned that a portion of the sushi on her plate was not what she had ordered, the waiter came back with chopsticks and started to remove it (as she was eating!)","Smiling servers quiz diners with movie trivia, but forget to fill their water glasses."
66,"Our waitress couldn't tell us what was in the seafood special, forgot to put in our oyster order so it came at the same time as the main meals, wasn't able to provide a confident recommendation from the menu, and had to be flagged several times for drinks.","My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service."
67,"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.","My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service."
68,Before our food arrived I asked our waitress if we could be moved and she just stared blankly at me.,"My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service."
69,"They served the main course before the appetizers eventhough we asked for the latter first, to which our waiter responded that they don't serve them separately without telling us beforehand while ordering.","My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service."
70,"After requesting to be seated at an empty table, the waitress (who was so terribly burdened when we asked to move from the bar to the table to have dinner) asked us to get up from our seats and wait for a smaller table because a party of 3 just walked in.","My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service."
71,"The place wasn't at all busy, and we were shown a table in the back, given our menus, and promptly forgotten about.","My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service."
72,"As if that wasnt enough, after another in the group mentioned that a portion of the sushi on her plate was not what she had ordered, the waiter came back with chopsticks and started to remove it (as she was eating!)","My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service."
73,"Our waitress couldn't tell us what was in the seafood special, forgot to put in our oyster order so it came at the same time as the main meals, wasn't able to provide a confident recommendation from the menu, and had to be flagged several times for drinks.",Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).
74,"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).
75,Before our food arrived I asked our waitress if we could be moved and she just stared blankly at me.,Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).
76,"They served the main course before the appetizers eventhough we asked for the latter first, to which our waiter responded that they don't serve them separately without telling us beforehand while ordering.",Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).
77,"After requesting to be seated at an empty table, the waitress (who was so terribly burdened when we asked to move from the bar to the table to have dinner) asked us to get up from our seats and wait for a smaller table because a party of 3 just walked in.",Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).
78,"The place wasn't at all busy, and we were shown a table in the back, given our menus, and promptly forgotten about.",Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).
79,"As if that wasnt enough, after another in the group mentioned that a portion of the sushi on her plate was not what she had ordered, the waiter came back with chopsticks and started to remove it (as she was eating!)",Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).
80,"Our waitress couldn't tell us what was in the seafood special, forgot to put in our oyster order so it came at the same time as the main meals, wasn't able to provide a confident recommendation from the menu, and had to be flagged several times for drinks.",Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.
81,"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.
82,Before our food arrived I asked our waitress if we could be moved and she just stared blankly at me.,Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.
83,"They served the main course before the appetizers eventhough we asked for the latter first, to which our waiter responded that they don't serve them separately without telling us beforehand while ordering.",Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.
84,"After requesting to be seated at an empty table, the waitress (who was so terribly burdened when we asked to move from the bar to the table to have dinner) asked us to get up from our seats and wait for a smaller table because a party of 3 just walked in.",Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.
85,"The place wasn't at all busy, and we were shown a table in the back, given our menus, and promptly forgotten about.",Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.
86,"As if that wasnt enough, after another in the group mentioned that a portion of the sushi on her plate was not what she had ordered, the waiter came back with chopsticks and started to remove it (as she was eating!)",Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.
87,I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.,Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
88,"Went for an early V-Day dinner, only to be highly disappointed by the service.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
89,"I still go often, but the prices went up a little and the service is even slower now that they're always full during dinner hours.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
90,"It is the only all Austrian wine list in the country and the waitress gladly broke it down for me, so I could find just the right wine for my meal.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
91,its a cool place to come with a bunch of people or with a date for maybe a mild dinner or some drinks.,Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
92,The final blow was when the waiter brought us the check before we had even finished dessert--never mind that the only reason we were taking a long time to finish the meal was because of the extreme delay in the service of our food.,Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
93,The final blow was when the waiter brought us the check before we had even finished dessert--never mind that the only reason we were taking a long time to finish the meal was because of the extreme delay in the service of our food.,Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
94,"worst margaritas in town,if you are going to order a battle of (white wine)they served hot.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
95,"They served the main course before the appetizers eventhough we asked for the latter first, to which our waiter responded that they don't serve them separately without telling us beforehand while ordering.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
96,"After requesting to be seated at an empty table, the waitress (who was so terribly burdened when we asked to move from the bar to the table to have dinner) asked us to get up from our seats and wait for a smaller table because a party of 3 just walked in.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
97,"The place wasn't at all busy, and we were shown a table in the back, given our menus, and promptly forgotten about.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
98,"Although the service can be a bit brusque at times, the food is always good, hearty and hot.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
99,"Although the service can be a bit brusque at times, the food is always good, hearty and hot.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
100,"The Food Despite a menu that seems larger than the restaurant, great care goes into the preparation of every dish.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
101,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
102,"Be warned that this place can get pretty crowded, though the $3 bloody mary's at the bar and the killer DJ make the wait more than bearable.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
103,"As if that wasnt enough, after another in the group mentioned that a portion of the sushi on her plate was not what she had ordered, the waiter came back with chopsticks and started to remove it (as she was eating!)",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
104,"Came recommended to us, but we found the food to be so-so, the service good, but we were told we could not order desert since the table we were at had a reservation waiting.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
105,"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
106,Before our food arrived I asked our waitress if we could be moved and she just stared blankly at me.,Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
107,The service is excellent -- the staff is attentive and the waitress was well-informed about the menu.,Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
108,The service is excellent -- the staff is attentive and the waitress was well-informed about the menu.,Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
109,"Our waitress couldn't tell us what was in the seafood special, forgot to put in our oyster order so it came at the same time as the main meals, wasn't able to provide a confident recommendation from the menu, and had to be flagged several times for drinks.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
110,"Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
111,We started with the guacamole and this is by far the best I've ever had bar none.,"The food at Cafe Asean is to die for, and the prices are unmatchable."
112,We started with the guacamole and this is by far the best I've ever had bar none.,"The food at Cafe Asean is to die for, and the prices are unmatchable."
113,We started with the guacamole and this is by far the best I've ever had bar none.,"The Food Regulars swear by the tamales, which are spongy, well-seasoned and pulled from steaming crocks on the counter."
114,"If you eat here, just keep in mind that the specials are much higher than the regular menu when ordering.","Unfortunately, the food along with the unhelpful service doesn't make up for the atmosphere."
115,We started with the guacamole and this is by far the best I've ever had bar none.,"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case."
116,We started with the guacamole and this is by far the best I've ever had bar none.,"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case."
117,We started with the guacamole and this is by far the best I've ever had bar none.,"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case."
118,"If you eat here, just keep in mind that the specials are much higher than the regular menu when ordering.","Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite."
119,"If you eat here, just keep in mind that the specials are much higher than the regular menu when ordering.","Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite."
