,tuple1,tuple2
13,"Last night I decided to watch the prequel or shall I say the so called prequel to Carlito's Way - ""Carlito's Way: Rise to Power (2005)"" which went straight to DVD...no wonder.....it completely...and I mean completely S%&KS!!! waist of time watching it and I think it would be a pure waist of time writing about it.... I don't understand how De Palma agreed on producing this sh#t-fest of a movie....except ...","To the small minority seen here praising this film GET SERIOUS. I know it's down to peoples personal opinion at the end of the day, but anyone with more than a couple of brain cells can surely see that this is total rubbish. So bad it does not deserve to be part of this franchise. I can only assume those saying how great this is are friends with somebody involved in the film and are trying to give their career a push. Poor in every way, don't con people by saying ..."
14,"Last night I decided to watch the prequel or shall I say the so called prequel to Carlito's Way - ""Carlito's Way: Rise to Power (2005)"" which went straight to DVD...no wonder.....it completely...and I mean completely S%&KS!!! waist of time watching it and I think it would be a pure waist of time writing about it.... I don't understand how De Palma agreed on producing this sh#t-fest of a movie....except ...","I'm a big fan of the TV series Largo Winch. This movie was pain for me. I had to use fast forward not to fell to sleep. It was boring! How can somebody ruin this title so much? The story was the only good thing. Actors were sh.t. They can't live the role. The main actor(Tom... ) is a null. Watch the other roles of this actor. The fighting scenes were unbelievable boring and not to followable,somehow they ..."
15,"Last night I decided to watch the prequel or shall I say the so called prequel to Carlito's Way - ""Carlito's Way: Rise to Power (2005)"" which went straight to DVD...no wonder.....it completely...and I mean completely S%&KS!!! waist of time watching it and I think it would be a pure waist of time writing about it.... I don't understand how De Palma agreed on producing this sh#t-fest of a movie....except ...","I had to watch this in school. And to sum it up...<br /><br />Talentless actors, talentless script, and a talentless director.<br /><br />This movie is such a waste of your time. Don't even watch the movie. Don't bother. You will be so disappointed. My teacher said it was supposed to be good. How wrong she was. She even slept through it a little. The movie's actors were just bad. The best actor in ..."
16,"Last night I decided to watch the prequel or shall I say the so called prequel to Carlito's Way - ""Carlito's Way: Rise to Power (2005)"" which went straight to DVD...no wonder.....it completely...and I mean completely S%&KS!!! waist of time watching it and I think it would be a pure waist of time writing about it.... I don't understand how De Palma agreed on producing this sh#t-fest of a movie....except ...","Otherwise it is one of the worst movies I've ever seen - and I mean ever. My wife and I were both bored out of our minds within 10 minutes. Not to mention being boring, it is entirely unbelievable. Women (non-lesbian) don't bathe together - nor do they ""accidentally"" kiss. Brothers and sisters don't live together well into their 30s and run around swing dancing together and engaging in footraces in central park. Men don't find ..."
17,"Last night I decided to watch the prequel or shall I say the so called prequel to Carlito's Way - ""Carlito's Way: Rise to Power (2005)"" which went straight to DVD...no wonder.....it completely...and I mean completely S%&KS!!! waist of time watching it and I think it would be a pure waist of time writing about it.... I don't understand how De Palma agreed on producing this sh#t-fest of a movie....except ...","As a young black/latina woman I am always searching for movies that represent the experiences and lives of people like me. Of course when I saw this movie at the video store I thought I would enjoy it; unfortunately, I didn't. Although the topics presented in the film are interesting and relevant, the story was simply not properly developed. The movie just kept dragging on and on and many of the characters that appear on screen just come and go without much to contribute to the overall film. Had ..."
18,"Last night I decided to watch the prequel or shall I say the so called prequel to Carlito's Way - ""Carlito's Way: Rise to Power (2005)"" which went straight to DVD...no wonder.....it completely...and I mean completely S%&KS!!! waist of time watching it and I think it would be a pure waist of time writing about it.... I don't understand how De Palma agreed on producing this sh#t-fest of a movie....except ...","The good news is a movie was made, drawing on a supposed Aztec myth and featuring an unusually Aztec-American (is such a word exists) cast. The bad news is, it was dead at birth.<br /><br />If Ed Wood had come out of retirement and coached George Romaro through his classic 'Night of the Living Dead,' this is what we might have come up with. 'The Legend of Diablo' is clearly fodder for any future resurrections of 'Mystery Science ..."
19,"Last night I decided to watch the prequel or shall I say the so called prequel to Carlito's Way - ""Carlito's Way: Rise to Power (2005)"" which went straight to DVD...no wonder.....it completely...and I mean completely S%&KS!!! waist of time watching it and I think it would be a pure waist of time writing about it.... I don't understand how De Palma agreed on producing this sh#t-fest of a movie....except ...","Please, spare me of these movies that teach us that crime is fun and justified. Couple that with a vacuous script with an intense desire to be a Farrelly or a Coen brother, plus the lives of yet ANOTHER group of supposedly high school age people acting out their Dawson Creek-brand teen angst complete with a GenXYZ soundtrack that woefully tries to make the movie ""feel"" cool and, we have intensely and painfully inept satire.<br /><br />This isn't even water ..."
20,"Last night I decided to watch the prequel or shall I say the so called prequel to Carlito's Way - ""Carlito's Way: Rise to Power (2005)"" which went straight to DVD...no wonder.....it completely...and I mean completely S%&KS!!! waist of time watching it and I think it would be a pure waist of time writing about it.... I don't understand how De Palma agreed on producing this sh#t-fest of a movie....except ...","Contrary to my principles, let me first come up with a conclusion, because I have just seen this piece of ""art"", and still am under strong impressions. The reader is asked to excuse my stronger vocabulary.<br /><br />Well, this movie is absolutely horrible, and I would never bother to write a single word about it, if it were not for the fact that ""44 Minutes"" made me sick to death, which rarely happens to me. The fact that I paid for that does ..."
21,"Last night I decided to watch the prequel or shall I say the so called prequel to Carlito's Way - ""Carlito's Way: Rise to Power (2005)"" which went straight to DVD...no wonder.....it completely...and I mean completely S%&KS!!! waist of time watching it and I think it would be a pure waist of time writing about it.... I don't understand how De Palma agreed on producing this sh#t-fest of a movie....except ...","The Western society has been fed ideas about India being a poor country. Movies like these only make those beliefs stronger. Such illustrations make it all the more difficult for Indians to be accepted abroad. Agreed there are poor and homeless in India, but why is there no representation of educated people if not the successful ones.<br /><br />I totally hated the idea of the movie portraying Patrick Swayze as another Mother Teressa. In my opinion this movie has shown India in a very bad light giving ..."
22,"I have to admit that i liked the first half of Sleepers. It looked good, the acting was even better, the story of childhood, pain and revenge was interesting and moving. A superior hollywood film. But...No one mentioned this so far (at least in the latest 20 comments), when it came to the courtroom scenes and Brat Pitt´s character followed his plan to rescue his two friends, who are rightly accused of murder, i felt cheated. This movie insulted my intelligence ...","As a young black/latina woman I am always searching for movies that represent the experiences and lives of people like me. Of course when I saw this movie at the video store I thought I would enjoy it; unfortunately, I didn't. Although the topics presented in the film are interesting and relevant, the story was simply not properly developed. The movie just kept dragging on and on and many of the characters that appear on screen just come and go without much to contribute to the overall film. Had ..."
23,"I was not impressed about this film especially for the fact that I went to the cinema with my family in good faith to see a film which was certificate rated 12A here in the UK. To my dismay, this film was full of embarrassing sexual jokes. (Which is not a problem to me as an adult, but not good for watching with children). This film at times was very crude at times with fart jokes, getting hit in the groin etc... and for the most part of the film ...","CQ could have been good, campy fun. But it commits the only unforgivable sin: it is b-o-r-i-n-g! The pace is deadly slow and the plot is fairly confused and so artificial that it's next to impossible to care where it's going. The story would have been acceptable in a creative writing class from a thoughtful and sensitive eighth grader but this video should have carried a warning label: ""CAUTION: Student film. Fit for viewing only by relatives of ..."
24,"I was not impressed about this film especially for the fact that I went to the cinema with my family in good faith to see a film which was certificate rated 12A here in the UK. To my dismay, this film was full of embarrassing sexual jokes. (Which is not a problem to me as an adult, but not good for watching with children). This film at times was very crude at times with fart jokes, getting hit in the groin etc... and for the most part of the film ...","Terrible use of scene cuts. All continuity is lost, either by awful scripting or lethargic direction. That villainous robot... musta been a jazz dancer? Also, one of the worst sound tracks I've ever heard (monologues usually drowned out by music.) And... where'd they get their props? That ship looks like a milk carton... I did better special effects on 8mm at the age of 13!<br /><br />I'd recommend any film student ..."
25,"I was not impressed about this film especially for the fact that I went to the cinema with my family in good faith to see a film which was certificate rated 12A here in the UK. To my dismay, this film was full of embarrassing sexual jokes. (Which is not a problem to me as an adult, but not good for watching with children). This film at times was very crude at times with fart jokes, getting hit in the groin etc... and for the most part of the film ...","To the small minority seen here praising this film GET SERIOUS. I know it's down to peoples personal opinion at the end of the day, but anyone with more than a couple of brain cells can surely see that this is total rubbish. So bad it does not deserve to be part of this franchise. I can only assume those saying how great this is are friends with somebody involved in the film and are trying to give their career a push. Poor in every way, don't con people by saying ..."
26,"I was not impressed about this film especially for the fact that I went to the cinema with my family in good faith to see a film which was certificate rated 12A here in the UK. To my dismay, this film was full of embarrassing sexual jokes. (Which is not a problem to me as an adult, but not good for watching with children). This film at times was very crude at times with fart jokes, getting hit in the groin etc... and for the most part of the film ...","Otherwise it is one of the worst movies I've ever seen - and I mean ever. My wife and I were both bored out of our minds within 10 minutes. Not to mention being boring, it is entirely unbelievable. Women (non-lesbian) don't bathe together - nor do they ""accidentally"" kiss. Brothers and sisters don't live together well into their 30s and run around swing dancing together and engaging in footraces in central park. Men don't find ..."
27,"I was not impressed about this film especially for the fact that I went to the cinema with my family in good faith to see a film which was certificate rated 12A here in the UK. To my dismay, this film was full of embarrassing sexual jokes. (Which is not a problem to me as an adult, but not good for watching with children). This film at times was very crude at times with fart jokes, getting hit in the groin etc... and for the most part of the film ...","I just saw this at the Venice Film Festival, and can't quite decide about it. We were never allowed to get close enough to any of the characters to care about them. Maybe that was the point, that we are all in a ""bubble"" of our own, but these people didn't compel me to be concerned about them or shocked at their various fates. At a running time of just over an hour, the characters weren't very well developed. Lots of time was devoted to shots ..."
28,"I was not impressed about this film especially for the fact that I went to the cinema with my family in good faith to see a film which was certificate rated 12A here in the UK. To my dismay, this film was full of embarrassing sexual jokes. (Which is not a problem to me as an adult, but not good for watching with children). This film at times was very crude at times with fart jokes, getting hit in the groin etc... and for the most part of the film ...","Please, spare me of these movies that teach us that crime is fun and justified. Couple that with a vacuous script with an intense desire to be a Farrelly or a Coen brother, plus the lives of yet ANOTHER group of supposedly high school age people acting out their Dawson Creek-brand teen angst complete with a GenXYZ soundtrack that woefully tries to make the movie ""feel"" cool and, we have intensely and painfully inept satire.<br /><br />This isn't even water ..."
29,"I was not impressed about this film especially for the fact that I went to the cinema with my family in good faith to see a film which was certificate rated 12A here in the UK. To my dismay, this film was full of embarrassing sexual jokes. (Which is not a problem to me as an adult, but not good for watching with children). This film at times was very crude at times with fart jokes, getting hit in the groin etc... and for the most part of the film ...","Contrary to my principles, let me first come up with a conclusion, because I have just seen this piece of ""art"", and still am under strong impressions. The reader is asked to excuse my stronger vocabulary.<br /><br />Well, this movie is absolutely horrible, and I would never bother to write a single word about it, if it were not for the fact that ""44 Minutes"" made me sick to death, which rarely happens to me. The fact that I paid for that does ..."
30,"I was not impressed about this film especially for the fact that I went to the cinema with my family in good faith to see a film which was certificate rated 12A here in the UK. To my dismay, this film was full of embarrassing sexual jokes. (Which is not a problem to me as an adult, but not good for watching with children). This film at times was very crude at times with fart jokes, getting hit in the groin etc... and for the most part of the film ...","The Western society has been fed ideas about India being a poor country. Movies like these only make those beliefs stronger. Such illustrations make it all the more difficult for Indians to be accepted abroad. Agreed there are poor and homeless in India, but why is there no representation of educated people if not the successful ones.<br /><br />I totally hated the idea of the movie portraying Patrick Swayze as another Mother Teressa. In my opinion this movie has shown India in a very bad light giving ..."
31,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","1991 saw the release of the two best sequels of all time: TERMINATOR 2: JUDGMENT DAY and BILL & TED'S BOGUS JOURNEY. Out of the two, I've always liked BILL & TED'S BOGUS JOURNEY a bit better. TERMINATOR 2: JUDGMENT DAY is the better made, but there's just nothing like Bill and Ted. Besides Chris Farley and David Spade in TOMMY BOY, it ..."
32,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","This movie is among my favorite foreign films, some of the others are Amilee and My Life As a Dog. The similarities with those movies as with so many great foreign films, is that it takes a mundane slice of life and transforms it into a profound heartfelt lesson. <br /><br />In Japan, a man who is bored with his mundane life and the rut of his married life, sees a beautiful Japanese woman staring out the window of a dance studio. In the instant that it takes his ..."
33,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","House of Games is a wonderful movie at multiple levels. It is a fine mystery and a shocking thriller. It is blessed with marvelous performances by Lindsay Crouse and Joe Montegna, and a strong, strong cast of supporting players, and it introduces Ricky Jay, card sharp extraordinaire, prestidigitator and historian of magic. Its dialogue, written by David Mamet, is spoken as if in a play of manners and gives the movie (in which reality is often in question) ..."
34,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Two sorcerers battle in the fourth dimension,one(Brian Thompson as a Kabal)trying to destroy the Earth,the other(Jeffrey Combs as a Anton Mordrid)trying to save it.""Doctor Mordrid"" is an enjoyable fantasy fare which offers plenty of cheese.The plot is pretty silly and the gore is completely absent,but the film is very short and entertaining.So if you have enough time to kill give this one a look.My rating:7 out of 10."
35,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Another in the they don't make em like that category. This story of a family with some real skeletons in its closet still qualifies as good clean, sometimes over-the-top fun. Robert Stack and Dorothy Malone are at their peak as the troubled Hadley siblings, and they really took the roles and ran with them. Malone won an Oscar and Stack was nominated in the supporting categories, both honors being eminently well-deserved. They counterbalance the somewhat bland leads. Neither Bacall nor Hudson could ever ..."
36,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Pushing Daisies is just a lovely fairy tale, with shades of ""Amelie""'s aesthetic and romance. It's got a beautiful palette, its shots well thought out and detailed, its names and dialogue whimsical and too cutesy to be real, its imagination great, and its romance deep.<br /><br />Watch the blue in the sky pop out at you, as blue can't be found in the rest of the sets or shots (with few exceptions).<br ..."
37,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","As many reviewers here have noted, the film version differs quite a bit from the stage version of the story. I have never seen the stage version of the story, and therefore I have a more favorable review of the film than many other reviewers. Perhaps Richard Attenborough was not the best choice for director of the film, but the film is still an entertaining account of several dancers trying to make the big time in choreographer Michael Douglas' show. The film does right by not selecting any famous actors ..."
38,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","The penultimate episode of Star Trek's third season is excellent and a highlight of the much maligned final season. Essentially, Spock, McCoy and Kirk beam down to Sarpeidon to find the planet's population completely missing except for the presence of a giant library and Mr. Atoz, the librarian. All 3 Trek characters soon accidentally walk into a time travel machine into different periods of Sarpeidon's past. Spock gives a convincing performance as an Ice Age Vulcan who falls in ..."
39,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","This was a wonderful little American propaganda film that is both highly creative AND openly discusses the Nazi atrocities before the entire extent of the death camps were revealed. While late 1944 and into 1945 would reveal just how evil and horrific they were, this film, unlike other Hollywood films to date, is the most brutally honest film of the era I have seen regarding Nazi atrocities.<br /><br />The film begins in a courtroom in the future--after the war is over (the film was made ..."
40,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","At your video store, you might find this gem.<br /><br />The human condition in modern times LA. No exaggerated drama, just a collapsing of events that might happen to any group of individuals over time.<br /><br />Helps you understand the joys and desperation of urban life.<br /><br />The direction and cutting are top class. Cinematography and music very much follows the mood and situation. And the CAST!!! <br /><br />Excellent casting and excellent acting. No ..."
41,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...",My brother brought this movie home from the rental store and I remember expecting it to be such a bore. I think the title especially put me off. I can't ever remember starting a movie with such low expectations and being so completely won over. I watched the movie twice before I let my brother take it back to the store. It is very infrequent that a movie speaks to me the way this one did. I was completely caught up in Ruby's situation as she tries to make her way through ...
42,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","Dick Tracy is easily the best comic book based movie made to date. The movie has the same feel as the comic book, staying true to the color scheme. The Batman series has climbed, fallen, climbed and fallen again. Dick Tracy has true staying power as something that both adults and children can enjoy. The good guys triumph over evil, without blood and gore to get the point across. Al Pacino does a wonderful job of his own adaptation of Big Boy Caprice and Madonna is memorable as Breath ..."
43,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","The word 'classic' is thrown around too loosely nowadays, but this movie well deserves the appelation. The combination of Neil Simon, Walter Matthau (possibly the world's best living comic actor), and the late lamented George Burns make for a comic masterpiece. It is interesting to contemplate what the movie would have been like had not death prevented Jack Benny from playing George Burns' part, as had been planned. As it is, the reunion scene in Matthau's apartment is not likely to be ..."
44,"The original movie, The Odd Couple, has some wonderful comic one-liners. The entire world it seems knows the story of neurotic neat-freak Felix Ungar and funny, obnoxious, slob Oscar Madison. This paring of mismatched roommates created one of the most successful TV series of all time as well as countless, not anywhere near as good, imitations.<br /><br />The Odd Couple movie has some wonderful jokes about Oscar's apartment and his sloppy habits. He says ...","The best Treasure Island ever made. They just don't make films<br /><br />like this anymore, or ever. No one makes films like this. More<br /><br />than a novelty, this film is funny, frank and fascinating, yet moody,<br /><br />mysterious and morose. This is one of my favorite pictures. The<br /><br />director must have had some idea what it is all about, but he<br /><br />certainly leaves room for ..."
